,Value
59010,24.9
1366,12.0
70036,49.0
78735,33.8
116948,21.0
135006,35.0
65802,21.7
139057,25.3
105979,31.0
18335,30.3
108157,30.4
54851,24.0
51219,18.0
98654,47.0
68125,37.8
88102,30.1
29762,23.0
67731,25.5
51787,18.5
133836,54.3
9824,16.6
85508,39.0
14369,15.5
43875,17.0
114769,61.0
26584,37.4
1522,13.9
128802,21.0
41764,15.0
103790,32.0
65493,30.4
5684,4.6
18330,35.4
63941,45.9
92733,29.5
93374,34.0
28887,28.0
117486,64.0
60853,18.1
115706,40.0
30090,26.5
106819,29.0
42293,32.5
55085,15.0
81247,39.2
71316,31.4
86033,32.9
123754,64.0
14501,7.8
40632,18.1
4303,17.0
71225,47.8
18855,38.0
77213,45.0
74132,34.3
87213,21.0
121207,46.8
105273,25.8
30921,13.0
25229,40.0
91142,28.8
17509,26.5
72994,38.9
57444,17.0
60914,23.0
8629,21.0
13028,5.4
110000,83.5
73282,33.7
6362,12.0
25163,22.2
105916,41.2
131958,34.9
43776,29.2
87833,38.0
30058,28.1
56350,25.5
52477,36.4
127939,44.0
13866,18.0
139535,47.2
31213,39.0
71033,37.0
119256,77.0
51303,23.8
105000,26.7
125043,64.0
129239,59.0
67422,72.2
41828,16.0
119767,33.0
94100,23.3
129635,84.7
25143,32.2
136882,16.3
32213,23.8
110827,29.0
15113,9.1
20897,38.2
32149,32.3
45095,9.4
20722,28.9
106972,35.0
35472,11.0
138110,45.1
78274,20.3
10649,18.0
31159,20.5
135056,54.0
8558,25.3
108078,48.0
57993,14.9
138351,54.0
78021,43.0
111316,39.2
45195,25.4
77675,35.0
57461,10.0
106611,41.4
19628,34.0
94265,19.0
133734,48.0
65786,26.7
73351,36.0
88513,26.8
30570,11.9
60056,24.0
58876,9.4
129976,32.0
104280,28.0
113926,92.0
75093,36.0
66482,70.0
10319,19.5
58349,20.7
56259,15.0
8514,14.6
1733,20.8
87580,32.6
52454,22.5
135265,68.3
40661,13.0
97339,27.0
61243,8.5
107389,35.5
7548,7.5
101858,44.9
107910,51.0
77656,77.5
89541,14.0
75271,29.9
131127,24.5
108292,22.3
13420,15.9
104655,39.0
60863,21.6
85868,33.1
31187,39.0
15978,8.4
79747,23.3
101443,50.0
124280,47.3
6504,10.7
96189,18.2
127546,60.0
122120,63.3
125257,31.4
135822,40.0
118955,85.9
32025,6.6
125011,61.4
31455,28.0
62007,24.5
102430,42.0
82471,31.0
100979,31.0
49908,24.0
7523,16.1
15813,11.2
129104,38.7
85109,47.0
3352,9.0
67343,44.5
68588,28.1
111969,70.8
119545,22.0
1151,14.0
123275,42.0
108303,52.0
40119,27.0
78073,44.0
38589,19.0
3294,18.0
92155,44.0
69636,38.7
28681,22.0
87844,33.0
58542,13.1
98868,35.3
81324,44.4
119290,49.0
118580,69.0
1835,12.2
106172,31.0
136433,34.9
110256,29.0
57979,11.9
39778,21.5
455,15.0
84216,21.9
19411,36.2
121882,20.7
79129,28.3
133829,48.1
31022,21.5
350,6.0
9635,15.8
129062,24.4
27794,33.0
7642,12.5
56859,17.6
128644,21.7
40708,33.0
81209,21.7
81236,18.2
126079,29.8
94335,23.2
114529,52.4
123181,64.6
68779,46.0
130932,46.0
18398,22.0
42088,29.1
46346,23.7
24942,22.9
17668,33.2
104847,29.1
17702,28.1
95203,29.4
138249,41.0
112216,85.6
45284,25.0
98105,34.8
71771,49.0
11492,8.4
49499,14.0
87516,39.7
7424,9.0
56812,23.8
132682,53.1
56491,13.6
101400,38.0
137197,30.0
60121,16.4
7752,12.5
60280,9.8
59533,34.1
135384,30.9
74134,28.0
40481,27.4
121411,28.9
24319,35.0
7619,6.5
98922,23.0
82790,55.0
126642,32.0
1143,22.0
33089,32.0
85464,45.3
23150,29.5
26046,39.0
73415,50.0
28911,37.0
138106,45.1
99047,18.6
54017,21.0
117384,43.0
95452,35.9
60873,6.0
136172,29.0
32378,28.0
25714,33.0
68817,43.2
121551,35.0
17900,33.0
11250,17.3
5210,17.0
110947,63.0
44111,21.8
51225,25.0
17196,43.3
137883,65.0
117210,61.0
79606,16.3
34960,24.5
123459,32.2
118709,40.0
37248,26.0
87772,30.7
54487,21.9
19528,33.4
130125,58.1
68880,47.1
73487,36.6
77952,27.6
11396,13.7
128394,25.6
101944,34.3
112772,49.6
88640,22.1
40032,36.8
120711,34.9
122859,47.0
41223,23.0
99617,29.0
137657,75.0
124824,38.1
95416,35.0
47952,9.9
58512,15.0
38209,19.0
74323,76.7
115526,86.2
90341,36.8
70606,41.4
94005,31.0
21035,24.0
4157,19.0
125910,34.0
21205,35.0
129395,104.4
103721,61.3
99173,27.4
49074,21.3
47181,18.0
32684,13.5
126709,81.0
80178,17.5
137279,30.0
55642,8.0
4600,10.2
116108,22.2
73785,42.8
132498,60.0
2200,13.9
114530,53.5
104139,54.5
19367,36.8
2396,20.9
56816,23.9
57906,20.5
31954,24.8
101674,34.3
23657,21.8
106813,28.0
136074,38.8
11315,13.6
100930,26.7
90360,40.0
132707,24.0
136128,39.8
118749,30.0
138813,42.0
115552,49.0
57946,16.9
101370,28.0
10300,19.0
42016,20.4
78812,40.4
61138,18.7
75677,47.0
101508,19.0
86302,54.3
99307,42.0
124411,30.0
104523,30.0
15970,15.7
56733,19.3
117353,55.0
36613,32.0
101936,34.4
97201,33.9
10454,9.2
23656,19.9
26897,20.2
70768,40.5
6832,14.3
43078,23.0
90631,40.8
58174,10.4
131086,20.0
139595,44.0
100045,29.0
71373,39.0
67598,67.0
122803,50.3
120561,77.0
58940,8.7
48513,10.0
14057,20.3
84411,24.7
117739,29.6
31631,28.1
9738,10.4
73074,43.0
22742,34.0
118409,46.4
94985,34.0
36590,32.0
3610,4.0
18947,36.7
72946,19.0
68811,44.2
17008,30.3
49072,10.0
79149,24.2
38271,21.5
90488,40.7
109880,66.5
44699,8.0
99567,46.6
30298,20.0
30285,26.2
130107,56.5
66104,25.7
100925,24.0
109576,54.7
31901,33.0
134100,28.6
64367,54.7
113126,40.0
37503,22.5
131019,40.0
106680,36.4
53304,17.5
97139,25.8
73509,43.3
127227,25.9
95038,34.1
131480,79.0
98183,16.8
28314,30.4
29097,21.5
106706,26.1
115184,27.3
9439,15.0
35610,24.2
3246,14.3
34885,26.0
98590,13.8
30127,31.6
129736,62.0
60691,21.0
69838,45.4
94857,32.0
76901,28.3
131356,30.0
12857,14.9
55634,11.4
92808,24.8
73965,39.8
41658,25.5
74271,31.5
87140,35.0
31316,38.9
74602,41.9
130489,58.0
6154,20.0
19961,28.0
44990,26.1
132841,25.0
126166,30.0
131561,28.6
9084,6.5
13636,12.7
71927,37.5
47084,10.0
123155,30.6
22523,38.0
47299,10.9
42596,12.0
40808,19.8
90947,21.3
29539,30.0
65483,32.0
129449,76.1
59639,24.0
96642,17.0
68485,90.4
35226,18.9
71248,34.8
9232,18.0
46664,16.0
100152,32.9
60171,25.1
31189,39.0
19542,38.4
107811,28.0
100360,41.0
40772,17.2
123541,36.9
28381,27.3
8929,5.9
87755,33.8
106693,38.0
45864,18.0
46641,22.0
112498,15.0
66776,39.7
114982,54.6
85394,38.8
6574,11.4
127373,20.0
8296,30.0
50665,12.9
17535,42.9
108440,60.3
41161,37.2
115898,72.0
90616,37.9
8332,21.0
114752,78.8
63891,40.0
136789,42.2
108761,31.0
78844,34.6
58800,19.6
115139,12.9
129647,67.0
108885,78.3
133542,33.3
123317,40.0
11276,7.3
47784,11.6
29991,20.0
27160,13.7
128064,19.0
23729,28.0
49213,13.6
114009,77.5
134832,31.9
97290,31.0
57402,17.0
97022,42.9
31736,25.7
55790,17.2
117257,58.0
70426,34.3
137472,50.6
25149,33.3
84331,30.4
19301,37.1
81811,27.5
66154,30.9
47601,16.4
117070,35.0
15461,12.1
50761,8.6
125472,22.0
31470,25.0
70705,31.0
135060,44.0
118883,63.0
42391,4.6
48349,26.0
51075,21.0
10417,11.2
131975,42.0
33389,25.0
112113,17.0
100978,27.9
91684,34.5
51771,19.3
93353,28.4
97555,22.5
95952,18.8
93030,35.1
57647,18.9
55265,21.0
120551,62.0
104036,39.0
35982,24.9
842,5.5
113964,55.0
7869,12.8
79150,25.0
114119,42.0
117228,55.0
47777,14.9
107246,20.4
20458,30.0
55079,16.0
90937,48.8
118681,64.8
114556,51.7
1509,12.6
73126,33.5
91430,22.2
128537,77.0
108089,47.3
82998,36.0
40373,26.1
46265,18.7
99043,19.0
134409,46.3
31740,29.1
116400,53.9
120966,60.0
127145,37.9
81228,33.5
42034,24.6
129072,24.8
80672,35.9
54685,18.3
50371,22.4
62244,57.0
75680,47.0
137169,23.4
90046,29.7
139086,33.5
82164,20.4
88731,36.5
21667,38.0
128586,56.0
100205,34.0
77371,32.1
1774,15.6
74551,36.5
56757,27.9
18020,35.0
29994,22.0
3690,3.3
65620,18.4
95195,32.1
122112,49.0
124301,57.0
47927,8.8
81006,32.5
133003,32.7
46707,6.0
111157,48.7
119650,34.8
117829,90.0
60254,9.2
107702,50.0
471,15.0
40642,15.1
106156,33.0
126515,37.9
66541,51.0
117017,40.0
69108,32.0
52755,17.0
34924,28.0
71637,57.5
44682,20.0
24517,24.0
123647,31.9
25310,31.3
32262,29.9
103261,28.0
111678,48.6
10457,8.7
19253,33.7
85987,37.5
25023,24.7
133340,27.1
62445,56.0
76084,26.0
32310,14.8
17059,27.0
86522,27.6
95318,29.3
64513,33.4
67555,23.8
19389,29.4
119380,47.5
1133,21.0
135244,31.6
24004,25.0
139206,39.1
7109,7.0
91973,27.7
108956,52.0
14378,6.9
22209,29.0
96105,15.2
138120,41.3
74992,41.7
81101,38.3
32127,30.0
112746,48.2
70139,30.3
105758,24.5
113426,33.3
137904,56.0
65835,15.9
104005,47.6
138191,33.9
107429,45.0
59142,16.5
10723,22.5
58271,20.8
137538,36.0
85632,40.6
53260,18.0
42012,21.0
29613,35.0
4349,3.0
33661,30.0
67485,44.0
50320,10.7
9382,9.0
110909,48.0
30424,33.0
86756,40.5
38846,26.2
29599,33.0
65481,34.5
134448,36.1
45027,20.2
117663,51.4
92555,35.0
70732,29.0
130693,27.5
53191,15.1
121013,53.0
95429,30.3
39849,38.7
30566,14.8
56216,18.0
79181,42.2
48695,20.0
2966,17.1
33093,22.0
79126,34.9
109595,63.8
76953,32.9
101749,47.0
75453,23.5
36561,29.2
64076,30.0
111453,69.2
94912,36.0
120095,33.3
50283,18.2
100571,27.8
73550,38.3
129727,55.0
54578,14.5
17459,35.0
92165,35.4
119333,56.5
125009,64.6
101475,16.4
71613,48.5
91747,70.0
87823,36.0
75902,33.7
58461,15.0
29571,29.0
24904,26.6
87225,21.5
129199,23.1
80166,79.0
134093,60.0
14878,9.6
83521,46.6
997,8.1
73397,33.0
45003,24.6
68705,43.0
39084,14.4
19040,35.0
20992,13.0
129340,22.0
138348,50.0
17854,27.3
9129,19.0
15413,11.4
15679,12.2
15622,16.7
132257,43.5
58593,22.0
28625,43.0
59156,21.4
10470,9.9
47770,19.5
35445,21.7
9221,22.0
134562,32.3
71911,42.5
116012,44.6
79677,21.3
136185,32.0
136221,25.3
27926,31.0
1491,16.0
93211,34.1
86011,40.0
70709,25.0
138749,28.1
91070,32.0
100576,32.6
125182,67.0
100578,24.0
60867,23.4
71250,38.0
34690,31.0
10637,10.5
816,12.3
45121,11.0
43017,42.7
10328,21.8
44646,29.0
33144,41.0
28439,20.0
56490,14.1
135417,38.3
450,12.4
95277,27.0
73589,28.5
79674,22.3
129895,39.2
79903,34.0
88494,30.8
112419,37.0
67374,39.0
21868,24.9
7640,12.0
119145,55.0
5346,3.0
87457,40.0
61278,9.1
94867,32.0
102971,23.0
108061,46.6
25084,25.0
137634,35.0
17458,30.0
62480,26.5
123915,34.0
128169,46.0
106037,42.8
94940,14.0
134731,54.9
59512,32.5
87498,28.0
47727,13.1
131860,22.2
55170,32.1
134110,51.5
19424,22.1
3315,21.0
115130,19.2
123012,48.6
90166,30.0
32961,26.0
83579,41.2
125972,44.0
104812,35.7
133027,23.3
64524,37.8
115357,43.0
48924,15.5
118465,37.5
112311,59.0
118404,50.7
58304,12.5
105992,37.0
52684,26.8
102622,38.0
48408,13.0
19252,33.0
101699,47.0
30229,22.4
133161,87.0
26562,35.5
119532,100.0
1595,10.7
6251,11.4
62206,45.7
99326,35.0
138901,30.4
17835,32.9
84129,41.0
74499,21.3
104580,39.0
72355,47.0
64999,38.7
137270,19.0
49995,15.1
90842,24.3
72184,62.8
25818,18.0
100475,33.0
61635,11.0
50093,13.0
72926,42.9
60880,8.0
42029,14.4
11744,20.0
59405,14.0
126026,40.8
116158,24.6
49193,23.5
15350,8.7
4511,14.5
77983,46.0
58239,12.5
137689,33.5
31282,37.6
127580,47.0
19480,35.1
33623,32.1
19048,16.0
69374,32.5
12384,9.8
138559,31.0
127383,22.7
43215,34.2
21743,25.4
45586,20.0
19532,29.4
130434,37.8
37035,28.8
32392,26.0
80786,46.0
29759,20.0
7419,9.0
74158,42.5
8505,17.4
119983,31.9
128825,13.0
67844,30.3
8714,4.3
35275,26.1
24905,23.0
1318,12.0
73733,43.0
135600,30.0
77354,33.7
13701,8.6
35587,29.0
63270,21.3
56200,18.9
62735,44.5
133235,71.8
111659,52.6
15797,8.6
66747,38.0
133844,50.9
33505,20.4
131431,77.3
119039,40.0
135050,45.0
107245,16.3
135113,35.2
51977,24.9
47134,23.0
46911,21.0
135168,25.9
94023,32.0
24084,14.5
76898,30.0
120544,97.7
35457,24.9
134314,47.0
5067,5.0
17139,24.0
51852,15.8
135242,26.7
98679,12.5
48990,15.1
86685,29.0
60890,18.0
114478,25.8
27387,34.0
134392,54.5
107645,64.0
19080,23.0
59220,5.7
19303,28.7
128195,31.7
77195,36.0
112397,56.9
127363,21.3
128027,18.0
10891,17.0
54940,15.3
86748,29.2
121711,53.0
31795,22.8
86737,20.7
134719,59.3
123314,34.7
58637,9.0
107474,85.3
9177,14.0
62795,49.6
106023,36.0
14769,12.0
99337,47.0
82062,37.7
87205,16.0
72696,33.3
120812,47.0
129345,34.0
77978,44.0
95989,31.0
26567,24.8
138538,25.0
107279,20.1
55417,10.9
72103,35.0
8922,7.9
106771,35.0
59927,12.0
24382,29.0
67488,47.0
115519,64.8
54447,28.8
87588,40.7
40465,22.3
77774,36.5
88817,19.8
125746,34.0
91380,37.4
93387,24.7
131417,30.0
38132,23.0
63693,18.7
94873,31.0
139298,38.0
113214,57.1
78280,37.9
44003,7.4
127937,53.0
94865,30.0
57487,10.0
130307,42.5
72119,33.5
121807,38.1
15284,14.0
107152,20.3
21375,35.0
74065,41.5
12972,7.1
9906,13.2
4044,8.0
92853,32.6
57983,11.3
20986,22.0
79460,30.8
12913,11.5
28243,36.3
119057,47.0
16891,44.0
66571,67.3
35473,11.7
139296,33.0
130093,76.3
10528,11.5
35833,22.7
84151,35.1
19013,19.0
101746,31.0
131126,16.0
52976,18.0
139214,32.5
32996,27.0
110324,23.0
88110,33.8
11216,14.3
80664,22.6
89269,34.0
90406,34.0
109468,54.5
73760,37.0
134645,40.6
50819,13.7
30661,28.0
79445,28.1
54178,21.0
139084,29.4
121864,21.4
130743,32.0
2784,17.5
58466,11.0
11008,18.0
130028,56.0
63155,50.2
15667,16.5
42094,39.3
2645,7.5
54418,8.5
61514,13.5
47704,18.4
80548,46.4
60835,12.7
64003,43.0
102988,25.8
54544,10.0
134647,48.6
54471,32.1
43984,10.7
34614,25.6
54411,15.0
59763,17.0
32409,23.0
85883,44.0
105653,37.0
89101,9.0
45875,18.0
57744,16.5
80678,32.7
100411,29.8
12032,8.9
126531,28.2
57304,16.0
63728,44.0
46478,15.7
50616,23.5
95706,30.6
133846,46.1
136375,19.0
58398,16.0
122395,65.2
137592,56.7
99601,36.8
2057,8.0
54180,17.2
114181,58.0
50827,15.4
18820,40.0
125732,70.0
92421,29.3
74582,41.8
60036,17.1
67208,43.7
63683,33.8
30038,29.0
6166,17.0
3556,9.4
58421,24.0
122675,40.8
118922,57.0
23393,31.0
21407,22.9
102564,33.4
49258,10.0
81662,32.5
111773,32.4
135197,30.0
112696,52.2
73805,37.3
103942,33.9
30276,17.9
42692,25.2
127324,7.7
85205,52.9
63249,25.0
74868,47.0
103292,12.1
124660,50.8
111662,43.6
117941,42.1
48072,13.5
91305,26.2
30412,30.0
15353,10.2
7932,12.5
16650,35.7
117503,50.0
9592,9.8
11520,10.0
104119,51.0
177,21.6
126949,18.0
92789,26.4
112867,53.1
78929,31.0
13722,11.8
81652,35.0
92870,23.5
21471,29.2
83988,37.9
139436,43.4
94931,31.0
121597,55.0
57438,13.0
91006,22.3
107310,54.7
107168,20.1
47384,12.0
134494,37.0
108200,47.0
110101,52.4
87708,32.4
2532,13.4
65780,16.6
10436,10.4
67719,31.8
65111,39.3
43222,35.1
62236,54.7
120702,76.2
55011,18.4
213,19.2
102202,50.0
4549,7.5
60391,9.2
47140,26.0
99903,37.0
98629,12.3
32041,19.7
85256,35.6
53197,14.0
33135,24.0
5187,17.0
126109,40.5
80828,32.0
60740,17.0
88609,26.3
80646,27.0
27818,35.9
4482,10.4
94869,32.0
106843,30.3
76919,27.6
118646,57.0
69102,23.0
65412,54.8
85468,29.2
135935,24.2
88881,33.0
38274,22.2
44820,14.0
139072,31.3
52025,17.5
19538,37.4
87579,34.6
139083,34.0
131634,45.0
60868,19.6
13710,8.6
99714,28.0
61136,28.0
104283,36.0
38877,18.0
253,18.3
51506,18.0
137732,26.7
51877,13.0
45101,8.0
112298,53.0
50247,13.9
111135,47.9
132670,38.4
16586,30.0
27499,20.5
29391,20.5
9633,18.1
39306,16.5
128945,26.0
105114,26.2
23541,20.7
100080,34.0
574,14.6
22195,32.0
100524,30.0
132025,38.0
70598,40.2
37188,25.5
8592,18.4
3713,17.6
54589,23.5
106472,38.0
101917,27.9
105895,27.9
44392,23.9
9388,12.0
91429,15.3
94498,40.0
5348,9.0
66937,38.9
134569,56.0
38759,12.9
4852,7.6
52681,17.4
123577,16.1
29177,23.0
44661,14.0
129209,27.1
15489,12.1
97240,25.7
82821,51.0
44653,22.0
78086,48.0
128353,32.6
108077,52.1
59791,12.0
103266,31.9
11103,16.2
3102,23.0
73511,53.9
27285,31.0
115061,20.4
14638,13.8
83639,16.6
56505,13.0
63122,21.1
16826,39.2
97174,27.6
37317,28.0
3109,22.0
137517,39.6
27059,19.0
44506,26.0
28001,29.9
128325,33.7
10796,11.3
93016,38.0
39456,19.0
95329,25.7
83737,50.0
93762,24.7
69980,31.6
48683,18.0
133731,54.0
134321,30.0
41826,10.0
44345,17.0
95780,17.7
86214,21.6
134202,42.2
2092,24.0
27041,23.4
59598,18.0
58628,20.0
114070,65.0
68115,36.2
111669,50.4
121028,40.0
11076,16.0
58070,7.1
10467,10.3
110496,81.2
104727,40.8
71811,26.0
127787,49.0
9899,10.8
126236,42.0
11532,13.9
27115,31.7
15629,8.4
48073,11.2
8433,24.0
116853,67.0
83683,37.8
105583,31.0
31101,25.0
62740,45.0
185,21.7
38870,25.0
115182,19.7
69131,31.0
98636,19.3
17438,34.0
22486,29.0
109307,25.0
38873,23.0
135938,33.4
37528,35.2
94566,42.0
135389,33.1
14426,14.0
126879,35.3
38196,27.0
68873,38.3
111548,25.0
114992,29.8
12380,9.1
3661,3.0
99110,30.3
14862,12.9
44419,33.0
14148,16.3
73706,39.0
82455,39.0
131752,50.7
66878,51.0
53058,17.7
21779,18.0
120064,41.3
776,19.9
3765,13.8
85897,34.5
137360,29.8
8878,14.9
3089,26.0
43700,3.8
83883,21.0
26246,22.0
19391,32.9
71285,45.5
90022,23.5
14365,12.1
33148,24.0
98038,18.5
54964,26.1
29989,23.0
123696,50.0
114049,63.5
92550,26.0
78620,39.0
122613,43.0
100116,19.9
90986,24.4
136347,26.0
72109,35.7
138841,44.0
103574,33.5
6536,8.0
108718,40.0
13986,17.0
94282,36.0
44669,11.0
133899,35.0
48476,22.0
114968,51.9
109947,27.7
117646,47.5
17792,33.0
71626,52.7
117064,32.5
56100,19.0
82415,28.0
135392,40.3
90622,37.0
35522,30.5
107973,72.0
21309,35.0
112661,61.0
134961,30.0
96899,40.0
12033,8.9
75821,40.8
130635,48.8
94715,42.2
40918,9.8
60968,4.0
59807,10.0
75761,56.9
126626,27.2
74608,34.3
63624,18.2
7930,13.1
87762,24.2
35609,15.1
4764,24.1
4486,9.6
34767,22.5
63336,37.0
120883,55.0
31730,25.7
117734,19.0
68771,45.0
77133,22.0
66848,44.0
73770,43.4
114440,53.1
131,14.0
56123,22.0
56392,27.5
7495,11.0
58917,15.6
106888,29.3
35190,28.7
27011,25.6
62572,56.6
123493,39.0
17947,36.0
138035,35.9
49125,10.9
32211,23.6
128028,28.0
129844,54.0
69018,38.8
56184,16.9
96572,22.0
50792,7.2
43738,24.4
12825,9.1
128369,32.1
100792,30.4
35056,22.0
42169,16.0
10455,9.6
20799,38.0
40442,38.3
6771,4.3
46396,19.7
33729,20.3
26640,23.4
74420,45.0
29654,38.6
67487,43.0
94084,32.0
99950,30.0
37881,20.0
71292,36.6
83074,40.5
78404,35.0
65378,47.5
55786,18.6
94929,35.0
56958,11.0
36980,32.1
105511,35.0
88885,36.0
41747,33.0
14110,13.3
103279,26.6
134274,27.4
112583,66.5
122329,52.0
64368,59.6
36694,27.5
62214,58.6
4872,5.1
18893,32.9
72364,42.0
2116,13.0
63130,49.7
127309,11.6
20909,32.2
10451,11.4
52544,29.0
71216,56.0
86023,37.4
40395,29.1
68162,46.7
70669,39.2
17308,29.8
121492,40.0
71432,30.8
63472,38.0
23060,34.9
109505,77.0
11030,18.0
84001,56.7
126530,35.3
16242,19.7
130746,40.0
66514,65.0
82544,33.5
4588,10.4
12543,24.0
71145,45.6
123544,52.1
22104,30.2
31951,25.9
19562,30.7
15971,8.8
78771,39.7
112836,63.3
47568,20.0
95412,28.0
14283,14.0
74688,39.0
94486,47.0
131687,52.0
53257,15.9
72559,30.4
86580,31.0
76894,30.0
78814,43.2
90856,41.3
128103,23.0
63868,55.3
44114,17.5
45384,9.5
7155,19.0
2625,1.8
40963,8.6
34663,22.0
87505,42.0
47407,12.0
129206,29.3
13739,6.9
66274,35.0
129148,20.3
11999,21.2
33202,27.0
135838,29.0
79866,35.5
54028,16.5
5784,14.1
38587,18.0
115375,77.0
39970,32.3
58629,20.0
2624,2.8
92479,31.0
66694,30.0
67333,40.0
77255,37.7
128382,34.9
26471,21.0
34866,24.0
53967,20.0
62026,58.4
4703,22.2
127706,40.0
52797,25.0
128524,21.9
127857,40.0
92020,24.8
88104,33.6
89071,25.0
53931,19.0
90912,31.0
136819,54.0
28172,22.0
88665,35.7
16776,34.3
82525,30.0
38852,33.9
84283,40.0
96175,36.1
56009,32.2
65251,56.0
72079,30.0
33335,27.9
99790,42.1
30635,17.0
15333,6.5
24328,34.0
19721,26.5
8776,31.2
87230,17.5
101757,42.0
103358,10.3
100528,28.0
87523,43.8
66573,61.3
123799,30.0
90507,37.1
36299,29.0
63709,23.8
128734,70.0
126883,47.7
11566,10.1
40044,33.3
59062,19.5
129010,47.0
34803,21.6
63197,49.4
108766,29.0
56354,27.5
126844,27.2
54219,15.8
43323,14.0
72699,28.3
56601,14.5
80814,34.0
2947,15.5
115740,24.0
129565,47.0
76823,49.0
223,18.9
3904,11.0
31749,28.6
46578,20.8
72206,41.5
62531,57.5
4246,8.9
14845,7.5
116838,11.0
44974,16.8
83912,10.8
128680,23.4
125918,41.0
130095,45.7
23550,51.5
87743,22.3
86791,20.0
68334,47.6
97832,29.0
125909,51.0
20853,45.3
91178,26.8
124203,45.0
98098,40.4
7584,15.3
71593,56.9
91674,39.3
86551,13.7
22837,45.3
7951,12.5
81389,15.1
114006,71.6
2246,17.9
9419,24.9
126190,26.0
64669,43.0
112845,53.0
58566,11.5
121055,40.4
136537,22.8
111674,46.3
47899,13.4
139095,26.7
39885,36.0
40648,15.0
120696,75.3
101497,14.5
131790,45.9
103836,41.0
126130,26.0
112682,61.0
124376,30.0
63712,26.9
36994,20.6
74211,28.6
82147,77.2
26886,19.1
18229,18.3
6798,19.0
37476,23.3
129122,40.8
99544,35.5
11484,9.0
118868,75.0
20553,20.0
115968,43.9
106667,37.4
112742,45.5
110846,37.0
89867,37.8
78969,42.1
93061,57.5
86297,53.8
13485,16.8
19517,27.8
117248,59.0
49214,15.1
5535,13.8
124076,74.0
58615,23.0
76135,41.0
126866,28.4
55547,24.0
107250,19.2
58867,11.1
74195,20.6
80251,50.8
98553,16.5
133445,69.0
3348,14.0
38906,23.1
59914,9.8
128174,44.0
85944,24.3
118023,58.1
55607,21.4
123192,53.1
39285,17.5
81227,35.5
74821,38.0
11856,6.0
12223,13.9
37318,29.5
83310,45.7
130751,18.1
68206,51.0
23190,20.2
8705,4.2
133789,48.9
14151,14.7
115295,59.0
32391,29.0
123019,52.9
55287,23.2
64244,70.4
97656,32.7
115581,31.0
87751,24.1
98469,29.0
78923,32.8
28890,20.0
47245,14.6
124672,57.4
77737,74.1
32645,22.0
18770,40.0
89419,35.0
58126,9.6
57332,12.8
320,16.0
105070,33.0
66709,42.7
82064,38.7
119790,35.0
17959,21.9
43835,19.5
68013,21.8
13051,4.3
80809,32.0
4664,6.3
133486,29.0
101039,16.8
22211,28.0
9785,20.6
108921,73.0
61275,12.7
8388,19.0
8773,26.2
79133,29.5
21468,23.2
87042,33.0
107599,56.7
66565,60.0
54353,16.4
15127,8.1
11595,14.2
48777,28.3
90818,27.7
66546,55.0
84518,73.4
32903,27.0
35218,28.1
15592,13.6
44571,23.9
26088,35.0
107501,23.5
118890,72.0
35421,21.3
128373,33.9
125461,33.9
110910,53.0
135945,36.0
43861,23.0
59106,24.8
56978,13.6
138267,38.0
50657,14.9
41795,9.0
71052,57.0
126998,30.0
52120,15.5
113756,65.1
8519,11.2
39085,13.9
125084,28.0
129352,44.7
36938,27.0
104942,41.0
55656,17.0
128044,32.0
27897,30.0
8843,20.0
86202,25.1
116528,36.7
35489,8.0
35458,28.4
134028,29.3
38715,22.3
15418,8.7
10959,6.0
118065,24.0
5273,15.8
20465,28.0
94918,38.0
124951,19.1
71278,39.8
121375,22.7
11198,12.8
98059,20.9
118945,90.4
25328,28.9
123148,28.2
125243,36.1
59784,15.0
44510,27.0
137984,55.8
121849,35.5
107716,55.9
65561,41.0
93810,26.4
81695,56.8
59731,19.0
73841,67.4
86513,25.6
92108,45.0
136180,38.0
101286,33.1
80680,19.4
17436,31.0
126184,27.0
97217,27.3
47595,18.0
63237,35.4
69616,31.2
5809,22.7
134508,23.9
49752,19.0
40759,18.9
128213,64.0
84689,28.0
97001,39.9
128141,46.0
62073,82.0
27204,18.0
137088,33.5
45110,6.8
21548,18.2
743,27.1
55713,21.5
23261,30.0
23165,29.4
44622,22.0
34655,27.0
87299,27.0
9631,18.1
105943,41.0
46923,21.5
78282,40.0
134810,22.5
113313,40.9
6724,6.7
14480,6.6
132296,33.1
27751,38.0
43842,24.0
100487,30.0
83916,43.7
102214,25.0
27978,14.0
86083,42.0
126282,53.0
1514,12.8
137244,21.9
90949,33.5
57780,19.8
41591,28.0
22226,23.0
24003,25.0
48093,13.0
17380,31.0
28267,41.3
12391,10.0
97649,26.5
6391,5.0
104087,43.0
50666,14.8
106110,32.9
130455,30.9
92326,35.7
15829,10.8
4683,7.4
120783,49.0
113913,54.0
134367,39.8
74882,32.0
82006,36.7
70486,37.0
84495,14.0
36985,32.6
117000,49.0
41543,37.0
134361,41.7
21848,33.1
82457,37.0
14545,19.9
123281,33.6
115717,56.0
41642,41.0
73783,45.0
101989,37.0
62151,57.6
112437,46.0
78757,30.1
25189,30.0
136505,42.4
76552,42.3
90035,24.6
43673,16.3
12881,10.7
122403,60.8
129161,26.7
2199,16.9
45810,29.0
47334,15.0
116130,48.9
122999,52.1
61904,29.7
80591,36.9
118412,34.3
134005,44.0
